curso,modulo,id_modulo,recurso,medio,tipo,lugar,criterio,metadatos_completos
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,34,e3.png?v=3,foto,E3 Situación 9,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,35,e3.png?v=3,foto,E3 Situación 10,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,36,e3.png?v=3,foto,E3 Situación 11,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,37,e3.png?v=3,foto,E3 Situación 12,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,38,e3.png?v=3,foto,E3 Situación 13,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,39,e3.png?v=3,foto,E3 Situación 14,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,40,e3.png?v=3,foto,E3 Situación 15,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,41,e3.png?v=3,interactive-procedure,E3 Situación final 3D,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,42,e4.png?v=3,foto,E4 Ítem 1,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,43,e4.png?v=3,foto,E4 Ítem 2,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,44,e4.png?v=3,foto,E4 Ítem 3,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,45,e4.png?v=3,foto,E4 Ítem 4,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,46,e4.png?v=3,foto,E4 Ítem 5,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,47,e4.png?v=3,foto,E4 Ítem 6,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,48,e4.png?v=3,foto,E4 Ítem 7,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,49,e4.png?v=3,foto,E4 Ítem 8,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,50,e4.png?v=3,foto,E4 Ítem 9,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,51,e4.png?v=3,foto,E4 Ítem 10,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,52,e4.png?v=3,foto,E4 Ítem 11,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,53,e4.png?v=3,foto,E4 Ítem 12,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,54,e4.png?v=3,foto,E4 Ítem 13,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,55,e4.png?v=3,foto,E4 Ítem 14,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,56,e4.png?v=3,foto,E4 Ítem 15,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,57,e4.png?v=3,foto,E4 Ítem 16,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,58,e4.png?v=3,foto,E4 Ítem 17,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,59,e4.png?v=3,foto,E4 Ítem 18,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,60,e4.png?v=3,foto,E4 Ítem 19,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,61,e4.png?v=3,foto,E4 Ítem 20,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,62,e4.png?v=3,foto,E4 Ítem 21,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,63,e4.png?v=3,foto,E4 Ítem 22,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,64,e4.png?v=3,foto,E4 Ítem 23,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,65,e4.png?v=3,foto,E4 Ítem 24,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,66,e4.png?v=3,foto,E4 Ítem 25,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Técnicas básicas de enfermería y del Programa Nacional de Inmunizaciones,38,67,oficio-plano-leyenda.png?v=3,foto,E5 Retroalimentación,Frame del error en cada pregunta incorrecta,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,1,e1.png?v=3,foto,E1 Contextualización · explorar,Observar el escenario del AE con hotspots ligados a criterio,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,2,e2.png?v=3,3d,E2 AE1 etapa 1 (hotspot),"Vigila el contexto clínico de pacientes en estado crítico o que han sido sometidos a procedimientos invasivos, de acuerdo a los estándares vigentes y a las indicaciones entregadas, e informa sobre posibles alteraciones a los o las profesionales.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,3,e2.png?v=3,foto,E2 AE1 etapa 2 (match),"Vigila el contexto clínico de pacientes en estado crítico o que han sido sometidos a procedimientos invasivos, de acuerdo a los estándares vigentes y a las indicaciones entregadas, e informa sobre posibles alteraciones a los o las profesionales.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,4,e2.png?v=3,foto,E2 AE1 etapa 3 (order),"Vigila el contexto clínico de pacientes en estado crítico o que han sido sometidos a procedimientos invasivos, de acuerdo a los estándares vigentes y a las indicaciones entregadas, e informa sobre posibles alteraciones a los o las profesionales.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,5,e2.png?v=3,foto,E2 AE1 etapa 4 (choice),"Vigila el contexto clínico de pacientes en estado crítico o que han sido sometidos a procedimientos invasivos, de acuerdo a los estándares vigentes y a las indicaciones entregadas, e informa sobre posibles alteraciones a los o las profesionales.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,6,e2.png?v=3,foto,E2 AE1 etapa 5 (choice),"Vigila el contexto clínico de pacientes en estado crítico o que han sido sometidos a procedimientos invasivos, de acuerdo a los estándares vigentes y a las indicaciones entregadas, e informa sobre posibles alteraciones a los o las profesionales.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,7,e2.png?v=3,foto,E2 AE1 etapa 6 (reflect),"Vigila el contexto clínico de pacientes en estado crítico o que han sido sometidos a procedimientos invasivos, de acuerdo a los estándares vigentes y a las indicaciones entregadas, e informa sobre posibles alteraciones a los o las profesionales.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,8,e2.png?v=3,3d,E2 AE2 etapa 1 (hotspot),"Colabora con el equipo de salud para brindar atención de urgencia a pacientes hospitalizados, de acuerdo a los estándares de la institución.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,9,e2.png?v=3,foto,E2 AE2 etapa 2 (match),"Colabora con el equipo de salud para brindar atención de urgencia a pacientes hospitalizados, de acuerdo a los estándares de la institución.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,10,e2.png?v=3,foto,E2 AE2 etapa 3 (order),"Colabora con el equipo de salud para brindar atención de urgencia a pacientes hospitalizados, de acuerdo a los estándares de la institución.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,11,e2.png?v=3,foto,E2 AE2 etapa 4 (choice),"Colabora con el equipo de salud para brindar atención de urgencia a pacientes hospitalizados, de acuerdo a los estándares de la institución.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,12,e2.png?v=3,foto,E2 AE2 etapa 5 (choice),"Colabora con el equipo de salud para brindar atención de urgencia a pacientes hospitalizados, de acuerdo a los estándares de la institución.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,13,e2.png?v=3,foto,E2 AE2 etapa 6 (reflect),"Colabora con el equipo de salud para brindar atención de urgencia a pacientes hospitalizados, de acuerdo a los estándares de la institución.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,14,e2.png?v=3,3d,E2 AE3 etapa 1 (hotspot),"Aplica con eficacia la atención básica de primeros auxilios, como parte del equipo responsable de la atención de la o el paciente, de acuerdo a las normas y procedimientos estándares.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,15,e2.png?v=3,foto,E2 AE3 etapa 2 (match),"Aplica con eficacia la atención básica de primeros auxilios, como parte del equipo responsable de la atención de la o el paciente, de acuerdo a las normas y procedimientos estándares.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,16,e2.png?v=3,foto,E2 AE3 etapa 3 (order),"Aplica con eficacia la atención básica de primeros auxilios, como parte del equipo responsable de la atención de la o el paciente, de acuerdo a las normas y procedimientos estándares.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,17,e2.png?v=3,foto,E2 AE3 etapa 4 (choice),"Aplica con eficacia la atención básica de primeros auxilios, como parte del equipo responsable de la atención de la o el paciente, de acuerdo a las normas y procedimientos estándares.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,18,e2.png?v=3,foto,E2 AE3 etapa 5 (choice),"Aplica con eficacia la atención básica de primeros auxilios, como parte del equipo responsable de la atención de la o el paciente, de acuerdo a las normas y procedimientos estándares.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,19,e2.png?v=3,foto,E2 AE3 etapa 6 (reflect),"Aplica con eficacia la atención básica de primeros auxilios, como parte del equipo responsable de la atención de la o el paciente, de acuerdo a las normas y procedimientos estándares.",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,20,e3.png?v=3,foto,E3 Situación 1,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,21,e3.png?v=3,foto,E3 Situación 2,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,22,e3.png?v=3,foto,E3 Situación 3,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,23,e3.png?v=3,foto,E3 Situación 4,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,24,e3.png?v=3,foto,E3 Situación 5,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,25,e3.png?v=3,foto,E3 Situación 6,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,26,e3.png?v=3,foto,E3 Situación 7,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,27,e3.png?v=3,foto,E3 Situación 8,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,28,e3.png?v=3,foto,E3 Situación 9,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,29,e3.png?v=3,foto,E3 Situación 10,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,30,e3.png?v=3,foto,E3 Situación 11,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,31,e3.png?v=3,foto,E3 Situación 12,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,32,e3.png?v=3,foto,E3 Situación 13,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,33,e3.png?v=3,foto,E3 Situación 14,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,34,e3.png?v=3,foto,E3 Situación 15,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,35,e3.png?v=3,interactive-procedure,E3 Situación final 3D,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,36,e4.png?v=3,foto,E4 Ítem 1,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,37,e4.png?v=3,foto,E4 Ítem 2,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,38,e4.png?v=3,foto,E4 Ítem 3,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,39,e4.png?v=3,foto,E4 Ítem 4,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,40,e4.png?v=3,foto,E4 Ítem 5,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,41,e4.png?v=3,foto,E4 Ítem 6,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,42,e4.png?v=3,foto,E4 Ítem 7,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,43,e4.png?v=3,foto,E4 Ítem 8,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,44,e4.png?v=3,foto,E4 Ítem 9,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,45,e4.png?v=3,foto,E4 Ítem 10,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,46,e4.png?v=3,foto,E4 Ítem 11,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,47,e4.png?v=3,foto,E4 Ítem 12,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,48,e4.png?v=3,foto,E4 Ítem 13,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,49,e4.png?v=3,foto,E4 Ítem 14,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,50,e4.png?v=3,foto,E4 Ítem 15,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,51,e4.png?v=3,foto,E4 Ítem 16,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,52,e4.png?v=3,foto,E4 Ítem 17,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,53,e4.png?v=3,foto,E4 Ítem 18,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,54,e4.png?v=3,foto,E4 Ítem 19,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,55,e4.png?v=3,foto,E4 Ítem 20,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,56,e4.png?v=3,foto,E4 Ítem 21,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,57,e4.png?v=3,foto,E4 Ítem 22,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,58,e4.png?v=3,foto,E4 Ítem 23,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,59,e4.png?v=3,foto,E4 Ítem 24,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,60,e4.png?v=3,foto,E4 Ítem 25,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Atención en servicios de urgencia y primeros auxilios,39,61,oficio-plano-leyenda.png?v=3,foto,E5 Retroalimentación,Frame del error en cada pregunta incorrecta,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,1,e1.png?v=3,foto,E1 Contextualización · explorar,Observar el escenario del AE con hotspots ligados a criterio,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,2,e2.png?v=3,3d,E2 AE1 etapa 1 (hotspot),Instala la unidad de paciente con los equipos y materiales requeridos para la hospitalización según la patología diagnosticada.,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,3,e2.png?v=3,foto,E2 AE1 etapa 2 (match),Instala la unidad de paciente con los equipos y materiales requeridos para la hospitalización según la patología diagnosticada.,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,4,e2.png?v=3,foto,E2 AE1 etapa 3 (order),Instala la unidad de paciente con los equipos y materiales requeridos para la hospitalización según la patología diagnosticada.,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,5,e2.png?v=3,foto,E2 AE1 etapa 4 (choice),Instala la unidad de paciente con los equipos y materiales requeridos para la hospitalización según la patología diagnosticada.,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,6,e2.png?v=3,foto,E2 AE1 etapa 5 (choice),Instala la unidad de paciente con los equipos y materiales requeridos para la hospitalización según la patología diagnosticada.,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,7,e2.png?v=3,foto,E2 AE1 etapa 6 (reflect),Instala la unidad de paciente con los equipos y materiales requeridos para la hospitalización según la patología diagnosticada.,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,8,e2.png?v=3,3d,E2 AE2 etapa 1 (hotspot),"Selecciona los insumos, materiales y equipos necesarios para realizar la atención de enfermería indicada, de acuerdo a cada paciente, los riesgos biomédicos y las condiciones de seguridad.",1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,9,e2.png?v=3,foto,E2 AE2 etapa 2 (match),"Selecciona los insumos, materiales y equipos necesarios para realizar la atención de enfermería indicada, de acuerdo a cada paciente, los riesgos biomédicos y las condiciones de seguridad.",1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,10,e2.png?v=3,foto,E2 AE2 etapa 3 (order),"Selecciona los insumos, materiales y equipos necesarios para realizar la atención de enfermería indicada, de acuerdo a cada paciente, los riesgos biomédicos y las condiciones de seguridad.",1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,11,e2.png?v=3,foto,E2 AE2 etapa 4 (choice),"Selecciona los insumos, materiales y equipos necesarios para realizar la atención de enfermería indicada, de acuerdo a cada paciente, los riesgos biomédicos y las condiciones de seguridad.",1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,12,e2.png?v=3,foto,E2 AE2 etapa 5 (choice),"Selecciona los insumos, materiales y equipos necesarios para realizar la atención de enfermería indicada, de acuerdo a cada paciente, los riesgos biomédicos y las condiciones de seguridad.",1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,13,e2.png?v=3,foto,E2 AE2 etapa 6 (reflect),"Selecciona los insumos, materiales y equipos necesarios para realizar la atención de enfermería indicada, de acuerdo a cada paciente, los riesgos biomédicos y las condiciones de seguridad.",1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,14,e3.png?v=3,foto,E3 Situación 1,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,15,e3.png?v=3,foto,E3 Situación 2,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,16,e3.png?v=3,foto,E3 Situación 3,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,17,e3.png?v=3,foto,E3 Situación 4,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,18,e3.png?v=3,foto,E3 Situación 5,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,19,e3.png?v=3,foto,E3 Situación 6,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,20,e3.png?v=3,foto,E3 Situación 7,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,21,e3.png?v=3,foto,E3 Situación 8,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,22,e3.png?v=3,foto,E3 Situación 9,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,23,e3.png?v=3,foto,E3 Situación 10,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,24,e3.png?v=3,foto,E3 Situación 11,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,25,e3.png?v=3,foto,E3 Situación 12,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,26,e3.png?v=3,foto,E3 Situación 13,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,27,e3.png?v=3,foto,E3 Situación 14,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,28,e3.png?v=3,foto,E3 Situación 15,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,29,e3.png?v=3,interactive-procedure,E3 Situación final 3D,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,30,e4.png?v=3,foto,E4 Ítem 1,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,31,e4.png?v=3,foto,E4 Ítem 2,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,32,e4.png?v=3,foto,E4 Ítem 3,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,33,e4.png?v=3,foto,E4 Ítem 4,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,34,e4.png?v=3,foto,E4 Ítem 5,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,35,e4.png?v=3,foto,E4 Ítem 6,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,36,e4.png?v=3,foto,E4 Ítem 7,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,37,e4.png?v=3,foto,E4 Ítem 8,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,38,e4.png?v=3,foto,E4 Ítem 9,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,39,e4.png?v=3,foto,E4 Ítem 10,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,40,e4.png?v=3,foto,E4 Ítem 11,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,41,e4.png?v=3,foto,E4 Ítem 12,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,42,e4.png?v=3,foto,E4 Ítem 13,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,43,e4.png?v=3,foto,E4 Ítem 14,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,44,e4.png?v=3,foto,E4 Ítem 15,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Enfermería",Preparación del entorno clínico,40,45,e4.png?v=3,foto,E4 Ítem 16,Imagen real del estímulo; el dato se lee en la figura,1
